Sigla;Código;Município;Renda - rendimentos do trabalho (2000)
MT;5106174;Nova Nazaré;NA
MT;5106182;Nova Lacerda;51601
MT;5106190;Nova Santa Helena;NA
MT;5106208;Nova Brasilândia;59499
MT;5106216;Nova Canaã do Norte;7127
MT;5106224;Nova Mutum;80662
MT;5106232;Nova Olímpia;75095
MT;5106240;Nova Ubiratã;81366
MT;5106257;Nova Xavantina;7134
MT;5106265;Novo Mundo;72303
MT;5106273;Novo Horizonte do Norte;71904
MT;5106281;Novo São Joaquim;69681
MT;5106299;Paranaíta;70175
MT;5106307;Paranatinga;7122
MT;5106315;Novo Santo Antônio;NA
MT;5106372;Pedra Preta;74985
MT;5106422;Peixoto de Azevedo;6689
MT;5106455;Planalto da Serra;62493
MT;5106505;Poconé;62738
MT;5106653;Pontal do Araguaia;75228
MT;5106703;Ponte Branca;71354
MT;5106752;Pontes e Lacerda;70195
MT;5106778;Porto Alegre do Norte;72559
MT;5106802;Porto dos Gaúchos;82255
MT;5106828;Porto Esperidião;6766
MT;5106851;Porto Estrela;51706
MT;5107008;Poxoréo;68431
MT;5107040;Primavera do Leste;82254
MT;5107065;Querência;72925
MT;5107107;São José dos Quatro Marcos;74399
MT;5107156;Reserva do Cabaçal;68095
MT;5107180;Ribeirão Cascalheira;66188
MT;5107198;Ribeirãozinho;70694
MT;5107206;Rio Branco;677
MT;5107248;Santa Carmem;84255
MT;5107263;Santo Afonso;64264
MT;5107297;São José do Povo;63767
MT;5107305;São José do Rio Claro;78802
MT;5107354;São José do Xingu;66545
MT;5107404;São Pedro da Cipa;71129
MT;5107578;Rondolândia;NA
MT;5107602;Rondonópolis;75003
MT;5107701;Rosário Oeste;57279
MT;5107743;Santa Cruz do Xingu;NA
MT;5107750;Salto do Céu;67317
MT;5107768;Santa Rita do Trivelato;NA
MT;5107776;Santa Terezinha;53327
MT;5107792;Santo Antônio do Leste;NA
MT;5107800;Santo Antônio do Leverger;54806
MT;5107859;São Félix do Araguaia;68306
MT;5107875;Sapezal;78182
MT;5107883;Serra Nova Dourada;NA
MT;5107909;Sinop;82069
MT;5107925;Sorriso;78931
MT;5107941;Tabaporã;87093
MT;5107958;Tangará da Serra;73893
MT;5108006;Tapurah;68579
MT;5108055;Terra Nova do Norte;66073
MT;5108105;Tesouro;68474
MT;5108204;Torixoréu;64684
MT;5108303;União do Sul;86359
MT;5108352;Vale de São Domingos;NA
MT;5108402;Várzea Grande;76291
MT;5108501;Vera;80302
MT;5108600;Vila Rica;79256
MT;5108808;Nova Guarita;56843
MT;5108857;Nova Marilândia;67904
MT;5108907;Nova Maringá;82459
MT;5108956;Nova Monte verde;75222
MT;5199919;São Gonçalo;NA
PA;1500107;Abaetetuba;74038
PA;1500131;Abel Figueiredo;76362
PA;1500206;Acará;75447
PA;1500305;Afuá;78766
PA;1500347;Água Azul do Norte;42867
PA;1500404;Alenquer;64888
PA;1500503;Almeirim;69546
PA;1500602;Altamira;73565
PA;1500701;Anajás;75809
PA;1500800;Ananindeua;72783
PA;1500859;Anapu;44245
PA;1500909;Augusto Corrêa;73017
PA;1500958;Aurora do Pará;70149
PA;1501006;Aveiro;45607
PA;1501105;Bagre;5378
PA;1501204;Baião;54342
PA;1501253;Bannach;65969
PA;1501303;Barcarena;7841
PA;1501402;Belém;68888
PA;1501451;Belterra;47636
PA;1501501;Benevides;72095
PA;1501576;Bom Jesus do Tocantins;70325
PA;1501600;Bonito;74697
PA;1501709;Bragança;73469
PA;1501725;Brasil Novo;64611
PA;1501758;Brejo Grande do Araguaia;72359
PA;1501782;Breu Branco;74986
PA;1501808;Breves;70708
PA;1501907;Bujaru;58614
PA;1501956;Cachoeira do Piriá;68766
PA;1502004;Cachoeira do Arari;62102
PA;1502103;Cametá;63482
PA;1502152;Canaã dos Carajás;66192
PA;1502202;Capanema;71125
PA;1502301;Capitão Poço;6346
PA;1502400;Castanhal;73345
PA;1502509;Chaves;67971
PA;1502608;Colares;57411
PA;1502707;Conceição do Araguaia;68251
PA;1502756;Concórdia do Pará;66031
PA;1502764;Cumaru do Norte;5432
PA;1502772;Curionópolis;60559
PA;1502806;Curralinho;56188
PA;1502855;Curuá;49355
PA;1502905;Curuçá;5472
PA;1502939;Dom Eliseu;71151
PA;1502954;Eldorado dos Carajás;54618
PA;1503002;Faro;51803
PA;1503044;Floresta do Araguaia;66625
PA;1503077;Garrafão do Norte;76177
PA;1503093;Goianésia do Pará;77225
PA;1503101;Gurupá;68944
PA;1503200;Igarapé-Açu;67276
PA;1503309;Igarapé-Miri;71142
PA;1503408;Inhangapi;62115
PA;1503457;Ipixuna do Pará;59685
PA;1503507;Irituia;69534
PA;1503606;Itaituba;63975
PA;1503705;Itupiranga;6769
PA;1503754;Jacareacanga;55291
PA;1503804;Jacundá;79515
PA;1503903;Juruti;61872
PA;1504000;Limoeiro do Ajuru;74697
PA;1504059;Mãe do Rio;7206
PA;1504109;Magalhães Barata;49135
PA;1504208;Marabá;74579
PA;1504307;Maracanã;49618
PA;1504406;Marapanim;57912
PA;1504422;Marituba;64997
PA;1504455;Medicilândia;51577
PA;1504505;Melgaço;55559
PA;1504604;Mocajuba;69983
PA;1504703;Moju;67775
PA;1504752;Mojuí dos Campos;NA
PA;1504802;Monte Alegre;69932
PA;1504901;Muaná;59918
PA;1504950;Nova Esperança do Piriá;63942
PA;1504976;Nova Ipixuna;76036
PA;1505007;Nova Timboteua;72787
PA;1505031;Novo Progresso;63784
PA;1505064;Novo Repartimento;58778
PA;1505106;Óbidos;67279
PA;1505205;Oeiras do Pará;76132
PA;1505304;Oriximiná;65792
PA;1505403;Ourém;67728
PA;1505437;Ourilândia do Norte;60187
PA;1505486;Pacajá;48213
PA;1505494;Palestina do Pará;69683
PA;1505502;Paragominas;7848
PA;1505536;Parauapebas;73389
PA;1505551;Pau D'Arco;65645
PA;1505601;Peixe-Boi;69646
PA;1505635;Piçarra;77331
PA;1505650;Placas;72718
PA;1505700;Ponta de Pedras;6223
PA;1505809;Portel;61527
PA;1505908;Porto de Moz;71088
PA;1506005;Prainha;62488
PA;1506104;Primavera;58117
PA;1506112;Quatipuru;64377
PA;1506138;Redenção;76141
PA;1506161;Rio Maria;76581
PA;1506187;Rondon do Pará;72286
PA;1506195;Rurópolis;80816
PA;1506203;Salinópolis;75308
PA;1506302;Salvaterra;66628
PA;1506351;Santa Bárbara do Pará;68927
PA;1506401;Santa Cruz do Arari;54338
PA;1506500;Santa Isabel do Pará;74113
PA;1506559;Santa Luzia do Pará;65311
PA;1506583;Santa Maria das Barreiras;59479
PA;1506609;Santa Maria do Pará;71858
PA;1506708;Santana do Araguaia;66409
PA;1506807;Santarém;63284
PA;1506906;Santarém Novo;61595
PA;1507003;Santo Antônio do Tauá;64032
PA;1507102;São Caetano de Odivelas;77933
PA;1507151;São Domingos do Araguaia;73878
PA;1507201;São Domingos do Capim;63993
PA;1507300;São Félix do Xingu;45234
PA;1507409;São Francisco do Pará;66274
PA;1507458;São Geraldo do Araguaia;67146
PA;1507466;São João da Ponta;54025
PA;1507474;São João de Pirabas;5477
PA;1507508;São João do Araguaia;60458
PA;1507607;São Miguel do Guamá;63757
PA;1507706;São Sebastião da Boa Vista;73823
PA;1507755;Sapucaia;77624
PA;1507805;Senador José Porfírio;6824
PA;1507904;Soure;69894
PA;1507953;Tailândia;70159
PA;1507961;Terra Alta;56203
PA;1507979;Terra Santa;55785
PA;1508001;Tomé-Açu;59521
PA;1508035;Tracuateua;66829
PA;1508050;Trairão;55714
PA;1508084;Tucumã;71183
PA;1508100;Tucuruí;77424
PA;1508126;Ulianópolis;79365
PA;1508159;Uruará;61466
PA;1508209;Vigia;63074
PA;1508308;Viseu;59312
PA;1508357;Vitória do Xingu;43315
PA;1508407;Xinguara;78252
PA;1599919;Monsarás;NA
PA;1599939;Vila Franca;NA
PB;2500106;Água Branca;45065
PB;2500205;Aguiar;63007
PB;2500304;Alagoa Grande;54377
PB;2500403;Alagoa Nova;4942
PB;2500502;Alagoinha;5882
PB;2500536;Alcantil;5051
PB;2500577;Algodão de Jandaíra;4693
PB;2500601;Alhandra;57323
PB;2500700;São João do Rio do Peixe;52643
PB;2500734;Amparo;59707
PB;2500775;Aparecida;59412
PB;2500809;Araçagi;42986
PB;2500908;Arara;4445
PB;2501005;Araruna;45636
PB;2501104;Areia;5433
PB;2501153;Areia de Baraúnas;55376
PB;2501203;Areial;50032
PB;2501302;Aroeiras;48699
PB;2501351;Assunção;5148
PB;2501401;Baía da Traição;50438
PB;2501500;Bananeiras;4269
PB;2501534;Baraúna;46099
PB;2501575;Barra de Santana;46379
PB;2501609;Barra de Santa Rosa;46972
PB;2501708;Barra de São Miguel;57075
PB;2501807;Bayeux;63356
PB;2501906;Belém;40868
PB;2502003;Belém do Brejo do Cruz;65012
PB;2502052;Bernardino Batista;50611
PB;2502102;Boa Ventura;64917
PB;2502151;Boa Vista;58703
PB;2502201;Bom Jesus;58757
PB;2502300;Bom Sucesso;49543
PB;2502409;Bonito de Santa Fé;65967
PB;2502508;Boqueirão;59898
PB;2502607;Igaracy;56276
PB;2502706;Borborema;5015
PB;2502805;Brejo do Cruz;62903
PB;2502904;Brejo dos Santos;64807
PB;2503001;Caaporã;56818
PB;2503100;Cabaceiras;5658
PB;2503209;Cabedelo;66386
PB;2503308;Cachoeira dos Índios;52345
PB;2503407;Cacimba de Areia;54347
PB;2503506;Cacimba de Dentro;38396
PB;2503555;Cacimbas;3643
PB;2503605;Caiçara;46355
PB;2503704;Cajazeiras;57549
PB;2503753;Cajazeirinhas;54639
PB;2503803;Caldas Brandão;53301
PB;2503902;Camalaú;60767
PB;2504009;Campina Grande;66044
PB;2504033;Capim;52683
PB;2504074;Caraúbas;50444
PB;2504108;Carrapateira;50985
PB;2504157;Casserengue;38116
PB;2504207;Catingueira;54547
PB;2504306;Catolé do Rocha;65518
PB;2504355;Caturité;5489
PB;2504405;Conceição;62726
PB;2504504;Condado;52025
PB;2504603;Conde;60174
PB;2504702;Congo;59095
PB;2504801;Coremas;55101
PB;2504850;Coxixola;51029
PB;2504900;Cruz do Espírito Santo;5632
PB;2505006;Cubati;54844
PB;2505105;Cuité;44929
PB;2505204;Cuitegi;50837
PB;2505238;Cuité de Mamanguape;3521
PB;2505279;Curral de Cima;40853
PB;2505303;Curral Velho;62881
PB;2505352;Damião;431
PB;2505402;Desterro;48417
PB;2505501;Vista Serrana;63503
PB;2505600;Diamante;53926
PB;2505709;Dona Inês;31962
PB;2505808;Duas Estradas;46702
PB;2505907;Emas;55304
PB;2506004;Esperança;56959
PB;2506103;Fagundes;38007
PB;2506202;Frei Martinho;5533
PB;2506251;Gado Bravo;42543
PB;2506301;Guarabira;62747
PB;2506400;Gurinhém;52897
PB;2506509;Gurjão;61414
PB;2506608;Ibiara;56486
PB;2506707;Imaculada;379
PB;2506806;Ingá;49354
PB;2506905;Itabaiana;59638
PB;2507002;Itaporanga;6408
PB;2507101;Itapororoca;50661
PB;2507200;Itatuba;53573
PB;2507309;Jacaraú;39218
PB;2507408;Jericó;64994
PB;2507507;João Pessoa;68316
PB;2507606;Juarez Távora;58058
PB;2507705;Juazeirinho;51482
PB;2507804;Junco do Seridó;60121
PB;2507903;Juripiranga;58547
PB;2508000;Juru;48571
PB;2508109;Lagoa;66815
PB;2508208;Lagoa de Dentro;46434
PB;2508307;Lagoa Seca;56806
PB;2508406;Lastro;49367
PB;2508505;Livramento;43908
PB;2508554;Logradouro;51606
PB;2508604;Lucena;58919
PB;2508703;Mãe d'Água;48388
PB;2508802;Malta;56796
PB;2508901;Mamanguape;659
PB;2509008;Manaíra;61001
PB;2509057;Marcação;46145
PB;2509107;Mari;53466
PB;2509156;Marizópolis;53134
PB;2509206;Massaranduba;40117
PB;2509305;Mataraca;5956
PB;2509339;Matinhas;51845
PB;2509370;Mato Grosso;51238
PB;2509396;Maturéia;37468
PB;2509404;Mogeiro;55144
PB;2509503;Montadas;45636
PB;2509602;Monte Horebe;52546
PB;2509701;Monteiro;59042
PB;2509800;Mulungu;39876
PB;2509909;Natuba;58199
PB;2510006;Nazarezinho;52586
PB;2510105;Nova Floresta;57131
PB;2510204;Nova Olinda;67357
PB;2510303;Nova Palmeira;5506
PB;2510402;Olho d'Água;42892
PB;2510501;Olivedos;49059
PB;2510600;Ouro Velho;57175
PB;2510659;Parari;51843
PB;2510709;Passagem;59233
PB;2510808;Patos;71841
PB;2510907;Paulista;65195
PB;2511004;Pedra Branca;65807
PB;2511103;Pedra Lavrada;53498
PB;2511202;Pedras de Fogo;68468
PB;2511301;Piancó;57253
PB;2511400;Picuí;58161
PB;2511509;Pilar;61034
PB;2511608;Pilões;56349
PB;2511707;Pilõezinhos;53839
PB;2511806;Pirpirituba;52029
PB;2511905;Pitimbu;67546
PB;2512002;Pocinhos;49218
PB;2512036;Poço Dantas;54266
PB;2512077;Poço de José de Moura;36036
PB;2512101;Pombal;6293
PB;2512200;Prata;51987
PB;2512309;Princesa Isabel;64018
PB;2512408;Puxinanã;47729
PB;2512507;Queimadas;54064
PB;2512606;Quixabá;57486
PB;2512705;Remígio;51497
PB;2512721;Pedro Régis;44915
PB;2512747;Riachão;44574
PB;2512754;Riachão do Bacamarte;54263
PB;2512762;Riachão do Poço;45598
PB;2512788;Riacho de Santo Antônio;61151
PB;2512804;Riacho dos Cavalos;62086
PB;2512903;Rio Tinto;50727
PB;2513000;Salgadinho;43648
PB;2513109;Salgado de São Félix;52803
PB;2513158;Santa Cecília;51856
PB;2513208;Santa Cruz;52296
PB;2513307;Santa Helena;53505
PB;2513356;Santa Inês;55774
PB;2513406;Santa Luzia;61013
PB;2513505;Santana de Mangueira;59742
PB;2513604;Santana dos Garrotes;63117
PB;2513653;Santarém;57036
PB;2513703;Santa Rita;60948
PB;2513802;Santa Teresinha;57272
PB;2513851;Santo André;59072
PB;2513901;São Bento;71434
PB;2513927;São Bentinho;54907
PB;2513943;São Domingos do Cariri;51911
PB;2513968;São Domingos de Pombal;54397
PB;2513984;São Francisco;59758
PB;2514008;São João do Cariri;58756
PB;2514107;São João do Tigre;60959
PB;2514206;São José da Lagoa Tapada;59582
PB;2514305;São José de Caiana;69103
PB;2514404;São José de Espinharas;52226
PB;2514453;São José dos Ramos;60519
PB;2514503;São José de Piranhas;5514
PB;2514552;São José de Princesa;5111
PB;2514602;São José do Bonfim;55508
PB;2514651;São José do Brejo do Cruz;65576
PB;2514701;São José do Sabugi;5791
PB;2514800;São José dos Cordeiros;52565
PB;2514909;São Mamede;54926
PB;2515005;São Miguel de Taipu;63777
PB;2515104;São Sebastião de Lagoa de Roça;49795
PB;2515203;São Sebastião do Umbuzeiro;58797
PB;2515302;Sapé;56678
PB;2515401;Seridó;42092
PB;2515500;Serra Branca;55485
PB;2515609;Serra da Raiz;45173
PB;2515708;Serra Grande;55305
PB;2515807;Serra Redonda;43785
PB;2515906;Serraria;45127
PB;2515930;Sertãozinho;48809
PB;2515971;Sobrado;56154
PB;2516003;Solânea;45953
PB;2516102;Soledade;57328
PB;2516151;Sossêgo;45028
PB;2516201;Sousa;63616
PB;2516300;Sumé;60537
PB;2516409;Campo de Santana;34279
PB;2516508;Taperoá;47873
PB;2516607;Tavares;58947
PB;2516706;Teixeira;55931
PB;2516755;Tenório;52958
PB;2516805;Triunfo;5009
PB;2516904;Uiraúna;60735
PB;2517001;Umbuzeiro;47542
PB;2517100;Várzea;58767
PB;2517209;Vieirópolis;42087
PB;2517407;Zabelê;62387
PE;2600054;Abreu e Lima;63577
PE;2600104;Afogados da Ingazeira;56657
PE;2600203;Afrânio;48839
PE;2600302;Agrestina;45057
PE;2600401;Água Preta;37123
PE;2600500;Águas Belas;39701
PE;2600609;Alagoinha;55718
PE;2600708;Aliança;55529
PE;2600807;Altinho;41254
PE;2600906;Amaraji;53586
PE;2601003;Angelim;46226
PE;2601052;Araçoiaba;57451
PE;2601102;Araripina;57484
PE;2601201;Arcoverde;61986
PE;2601300;Barra de Guabiraba;57307
PE;2601409;Barreiros;49186
PE;2601508;Belém de Maria;45643
PE;2601607;Belém de São Francisco;54841
PE;2601706;Belo Jardim;59121
PE;2601805;Betânia;55294
PE;2601904;Bezerros;47892
PE;2602001;Bodocó;50987
PE;2602100;Bom Conselho;47159
PE;2602209;Bom Jardim;40579
PE;2602308;Bonito;50396
PE;2602407;Brejão;63377
PE;2602506;Brejinho;36015
PE;2602605;Brejo da Madre de Deus;67326
PE;2602704;Buenos Aires;50767
PE;2602803;Buíque;4524
PE;2602902;Cabo de Santo Agostinho;6042
PE;2603009;Cabrobó;63878
PE;2603108;Cachoeirinha;59664
PE;2603207;Caetés;50961
PE;2603306;Calçado;40732
PE;2603405;Calumbi;44801
PE;2603454;Camaragibe;67147
PE;2603504;Camocim de São Félix;4912
PE;2603603;Camutanga;56055
PE;2603702;Canhotinho;49324
PE;2603801;Capoeiras;68356
PE;2603900;Carnaíba;39177
PE;2603926;Carnaubeira da Penha;31618
PE;2604007;Carpina;62517
PE;2604106;Caruaru;69876
PE;2604155;Casinhas;36396
PE;2604205;Catende;48994
PE;2604304;Cedro;54892
PE;2604403;Chã de Alegria;55661
PE;2604502;Chã Grande;61354
PE;2604601;Condado;49796
PE;2604700;Correntes;47698
PE;2604809;Cortês;5549
PE;2604908;Cumaru;25607
PE;2605004;Cupira;4865
PE;2605103;Custódia;48224
PE;2605152;Dormentes;68724
PE;2605202;Escada;54001
PE;2605301;Exu;52886
PE;2605400;Feira Nova;55659
PE;2605459;Fernando de Noronha;84751
PE;2605509;Ferreiros;50901
PE;2605608;Flores;45736
PE;2605707;Floresta;54724
PE;2605806;Frei Miguelinho;40431
PE;2605905;Gameleira;52234
PE;2606002;Garanhuns;61871
PE;2606101;Glória do Goitá;58298
PE;2606200;Goiana;58902
PE;2606309;Granito;42215
PE;2606408;Gravatá;6216
PE;2606507;Iati;53685
PE;2606606;Ibimirim;46127
PE;2606705;Ibirajuba;33018
PE;2606804;Igarassu;56514
PE;2606903;Iguaraci;54726
PE;2607000;Inajá;39809
PE;2607109;Ingazeira;52342
PE;2607208;Ipojuca;64253
PE;2607307;Ipubi;56599
PE;2607406;Itacuruba;54974
PE;2607505;Itaíba;57218
PE;2607604;Itamaracá;57535
PE;2607653;Itambé;55719
PE;2607703;Itapetim;48296
PE;2607752;Itapissuma;62081
PE;2607802;Itaquitinga;57175
PE;2607901;Jaboatão dos Guararapes;64485
PE;2607950;Jaqueira;47606
PE;2608008;Jataúba;50224
PE;2608057;Jatobá;54523
PE;2608107;João Alfredo;39373
PE;2608206;Joaquim Nabuco;51738
PE;2608255;Jucati;62374
PE;2608305;Jupi;51485
PE;2608404;Jurema;41781
PE;2608453;Lagoa do Carro;56685
PE;2608503;Lagoa do Itaenga;56205
PE;2608602;Lagoa do Ouro;34241
PE;2608701;Lagoa dos Gatos;50748
PE;2608750;Lagoa Grande;63376
PE;2608800;Lajedo;56113
PE;2608909;Limoeiro;53689
PE;2609006;Macaparana;47166
PE;2609105;Machados;53467
PE;2609154;Manari;22308
PE;2609204;Maraial;59016
PE;2609303;Mirandiba;57831
PE;2609402;Moreno;58143
PE;2609501;Nazaré da Mata;52549
PE;2609600;Olinda;61966
PE;2609709;Orobó;42519
PE;2609808;Orocó;45807
PE;2609907;Ouricuri;4813
PE;2610004;Palmares;5415
PE;2610103;Palmeirina;49404
PE;2610202;Panelas;35034
PE;2610301;Paranatama;59398
PE;2610400;Parnamirim;50778
PE;2610509;Passira;42734
PE;2610608;Paudalho;61886
PE;2610707;Paulista;64914
PE;2610806;Pedra;5152
PE;2610905;Pesqueira;51491
PE;2611002;Petrolândia;62021
PE;2611101;Petrolina;66114
PE;2611200;Poção;5351
PE;2611309;Pombos;5519
PE;2611408;Primavera;55506
PE;2611507;Quipapá;51942
PE;2611533;Quixaba;2978
PE;2611606;Recife;65131
PE;2611705;Riacho das Almas;59763
PE;2611804;Ribeirão;54211
PE;2611903;Rio Formoso;5778
PE;2612000;Sairé;53879
PE;2612109;Salgadinho;50994
PE;2612208;Salgueiro;55995
PE;2612307;Saloá;46228
PE;2612406;Sanharó;60096
PE;2612455;Santa Cruz;2633
PE;2612471;Santa Cruz da Baixa Verde;58887
PE;2612505;Santa Cruz do Capibaribe;80495
PE;2612554;Santa Filomena;30168
PE;2612604;Santa Maria da Boa Vista;37929
PE;2612703;Santa Maria do Cambucá;36491
PE;2612802;Santa Terezinha;47861
PE;2612901;São Benedito do Sul;42711
PE;2613008;São Bento do Una;56907
PE;2613107;São Caitano;45576
PE;2613206;São João;67143
PE;2613305;São Joaquim do Monte;45814
PE;2613404;São José da Coroa Grande;51096
PE;2613503;São José do Belmonte;60874
PE;2613602;São José do Egito;50601
PE;2613701;São Lourenço da Mata;61919
PE;2613800;São Vicente Ferrer;60096
PE;2613909;Serra Talhada;6116
PE;2614006;Serrita;56222
PE;2614105;Sertânia;47964
PE;2614204;Sirinhaém;59721
PE;2614303;Moreilândia;57647
PE;2614402;Solidão;40177
PE;2614501;Surubim;55427
PE;2614600;Tabira;50783
PE;2614709;Tacaimbó;48731
PE;2614808;Tacaratu;51833
PE;2614857;Tamandaré;47428
PE;2615003;Taquaritinga do Norte;61515
PE;2615102;Terezinha;38105
PE;2615201;Terra Nova;6777
PE;2615300;Timbaúba;58805
PE;2615409;Toritama;79285
PE;2615508;Tracunhaém;62881
PE;2615607;Trindade;59758
PE;2615706;Triunfo;50976
PE;2615805;Tupanatinga;33203
PE;2615904;Tuparetama;48088
PE;2616001;Venturosa;6123
PE;2616100;Verdejante;49595
PE;2616183;Vertente do Lério;36137
PE;2616209;Vertentes;56476
PE;2616308;Vicência;60582
PE;2616407;Vitória de Santo Antão;63649
PE;2616506;Xexéu;54087
PE;2699919;Muribeca;NA
PE;2699929;Nossa Senhora do Ó de Goyanna;NA
PE;2699939;Cimbres;NA
PI;2200053;Acauã;45047
PI;2200103;Agricolândia;58827
PI;2200202;Água Branca;60299
PI;2200251;Alagoinha do Piauí;56711
PI;2200277;Alegrete do Piauí;65496
PI;2200301;Alto Longá;54993
PI;2200400;Altos;58909
PI;2200459;Alvorada do Gurguéia;70662
PI;2200509;Amarante;58154
PI;2200608;Angical do Piauí;55056
PI;2200707;Anísio de Abreu;67314
PI;2200806;Antônio Almeida;58236
PI;2200905;Aroazes;34542
PI;2200954;Aroeiras de Itaim;NA
PI;2201002;Arraial;5801
PI;2201051;Assunção do Piauí;55411
PI;2201101;Avelino Lopes;66434
PI;2201150;Baixa Grande do Ribeiro;52613
PI;2201176;Barra D'Alcântara;40348
PI;2201200;Barras;70091
PI;2201309;Barreiras do Piauí;63485
PI;2201408;Barro Duro;55719
PI;2201507;Batalha;65662
PI;2201556;Bela Vista do Piauí;44517
PI;2201572;Belém do Piauí;53912
PI;2201606;Beneditinos;55275
PI;2201705;Bertolínia;488
PI;2201739;Betânia do Piauí;48232
PI;2201770;Boa Hora;62509
PI;2201804;Bocaina;47367
PI;2201903;Bom Jesus;70058
PI;2201919;Bom Princípio do Piauí;66762
PI;2201929;Bonfim do Piauí;68802
PI;2201945;Boqueirão do Piauí;52866
PI;2201960;Brasileira;62226
PI;2201988;Brejo do Piauí;6054
PI;2202000;Buriti dos Lopes;63047
PI;2202026;Buriti dos Montes;48938
PI;2202059;Cabeceiras do Piauí;66088
PI;2202075;Cajazeiras do Piauí;52786
PI;2202083;Cajueiro da Praia;58659
PI;2202091;Caldeirão Grande do Piauí;38294
PI;2202109;Campinas do Piauí;51308
PI;2202117;Campo Alegre do Fidalgo;3413
PI;2202133;Campo Grande do Piauí;59654
PI;2202174;Campo Largo do Piauí;66606
PI;2202208;Campo Maior;61692
PI;2202251;Canavieira;52979
PI;2202307;Canto do Buriti;72396
PI;2202406;Capitão de Campos;37334
PI;2202455;Capitão Gervásio Oliveira;39932
PI;2202505;Caracol;50808
PI;2202539;Caraúbas do Piauí;62981
PI;2202554;Caridade do Piauí;5276
PI;2202604;Castelo do Piauí;50431
PI;2202653;Caxingó;52824
PI;2202703;Cocal;56735
PI;2202711;Cocal de Telha;52423
PI;2202729;Cocal dos Alves;6741
PI;2202737;Coivaras;5714
PI;2202752;Colônia do Gurguéia;56416
PI;2202778;Colônia do Piauí;46976
PI;2202802;Conceição do Canindé;57902
PI;2202851;Coronel José Dias;61223
PI;2202901;Corrente;67101
PI;2203008;Cristalândia do Piauí;58826
PI;2203107;Cristino Castro;68877
PI;2203206;Curimatá;50527
PI;2203230;Currais;58497
PI;2203255;Curralinhos;63264
PI;2203271;Curral Novo do Piauí;39416
PI;2203305;Demerval Lobão;57553
PI;2203354;Dirceu Arcoverde;71851
PI;2203404;Dom Expedito Lopes;50215
PI;2203420;Domingos Mourão;36946
PI;2203453;Dom Inocêncio;63745
PI;2203503;Elesbão Veloso;4819
PI;2203602;Eliseu Martins;62373
PI;2203701;Esperantina;71229
PI;2203750;Fartura do Piauí;58064
PI;2203800;Flores do Piauí;58135
PI;2203859;Floresta do Piauí;51166
PI;2203909;Floriano;67378
PI;2204006;Francinópolis;39854
PI;2204105;Francisco Ayres;5297
PI;2204154;Francisco Macedo;51578
PI;2204204;Francisco Santos;64782
PI;2204303;Fronteiras;67021
PI;2204352;Geminiano;4545
PI;2204402;Gilbués;65475
PI;2204501;Guadalupe;58289
PI;2204550;Guaribas;64691
PI;2204600;Hugo Napoleão;63951
PI;2204659;Ilha Grande;66086
PI;2204709;Inhuma;61272
PI;2204808;Ipiranga do Piauí;54552
PI;2204907;Isaías Coelho;42014
PI;2205003;Itainópolis;44269
PI;2205102;Itaueira;68862
PI;2205151;Jacobina do Piauí;44429
PI;2205201;Jaicós;44171
PI;2205250;Jardim do Mulato;36936
PI;2205276;Jatobá do Piauí;62913
PI;2205300;Jerumenha;54478
PI;2205359;João Costa;44393
PI;2205409;Joaquim Pires;69262
PI;2205458;Joca Marques;6517
PI;2205508;José de Freitas;6273
PI;2205516;Juazeiro do Piauí;38895
PI;2205524;Júlio Borges;50063
PI;2205532;Jurema;62059
PI;2205540;Lagoinha do Piauí;60086
PI;2205557;Lagoa Alegre;66227
PI;2205565;Lagoa do Barro do Piauí;35568
PI;2205573;Lagoa de São Francisco;48689
PI;2205581;Lagoa do Piauí;57831
PI;2205599;Lagoa do Sítio;39967
PI;2205607;Landri Sales;48552
PI;2205706;Luís Correia;48262
PI;2205805;Luzilândia;6495
PI;2205854;Madeiro;70367
PI;2205904;Manoel Emídio;6272
PI;2205953;Marcolândia;53725
PI;2206001;Marcos Parente;57801
PI;2206050;Massapê do Piauí;50288
PI;2206100;Matias Olímpio;52765
PI;2206209;Miguel Alves;74603
PI;2206308;Miguel Leão;57859
PI;2206357;Milton Brandão;39471
PI;2206407;Monsenhor Gil;52585
PI;2206506;Monsenhor Hipólito;6491
PI;2206605;Monte Alegre do Piauí;61149
PI;2206654;Morro Cabeça no Tempo;62836
PI;2206670;Morro do Chapéu do Piauí;68948
PI;2206696;Murici dos Portelas;65687
PI;2206704;Nazaré do Piauí;52227
PI;2206720;Nazária;NA
PI;2206753;Nossa Senhora de Nazaré;49161
PI;2206803;Nossa Senhora dos Remédios;67368
PI;2206902;Novo Oriente do Piauí;46069
PI;2206951;Novo Santo Antônio;37281
PI;2207009;Oeiras;63671
PI;2207108;Olho D'Água do Piauí;61425
PI;2207207;Padre Marcos;47868
PI;2207306;Paes Landim;52537
PI;2207355;Pajeú do Piauí;66899
PI;2207405;Palmeira do Piauí;68373
PI;2207504;Palmeirais;45397
PI;2207553;Paquetá;51472
PI;2207603;Parnaguá;65765
PI;2207702;Parnaíba;65732
PI;2207751;Passagem Franca do Piauí;61439
PI;2207777;Patos do Piauí;38688
PI;2207793;Pau D'Arco do Piauí;NA
PI;2207801;Paulistana;38916
PI;2207850;Pavussu;6092
PI;2207900;Pedro II;52501
